ID [],Local [],Irradiance [W/m^2],T_ambient [Degrees Celsius],T_ground [Degrees Celsius],Wind [m/s],Cloud [okta],Pressure [Pa],Rain [mm/hr],Diffuse [W/m^2],Direct [W/m^2],Elevation [Degrees],Azimuth [Degrees]
239,0000-01-10 22:30:00,0,4.15,2.986,5.067,6.585,101675.502,0.09,0,0,-56.173,325.334
240,0000-01-10 23:30:00,0,4.059,2.808,5.053,6.055,101663.244,0.112,0,0,-59.633,339.255
241,0000-01-11 00:30:00,0,3.979,2.691,4.929,6.424,101641.539,0.06,0,0,-58.889,18.225
242,0000-01-11 01:30:00,0,3.777,2.535,4.953,6.323,101641.585,0.081,0,0,-54.215,42.17
243,0000-01-11 02:30:00,0.023,3.765,2.47,5.152,5.876,101626.01,0.068,0.023,0,-46.969,61.005
244,0000-01-11 03:30:00,0,3.626,2.407,5.149,6.078,101599.327,0.11,0,0,-38.381,75.97
245,0000-01-11 04:30:00,0,3.609,2.301,5.318,6.248,101571.816,0.075,0,0,-29.239,88.637
246,0000-01-11 05:30:00,0.005,3.514,2.185,5.568,6.442,101560.848,0.041,0.005,0,-20.039,100.15
247,0000-01-11 06:30:00,0.014,3.531,2.283,5.664,6.456,101558.59,0.103,0.014,0,-11.157,111.287
248,0000-01-11 07:30:00,0.463,3.515,2.342,5.805,6.368,101565.087,0.163,0.462,0.001,-2.927,122.605
249,0000-01-11 08:30:00,20.891,3.928,2.424,5.896,6.686,101572.092,0.143,16.333,4.556,4.294,134.51
250,0000-01-11 09:30:00,58.341,4.479,2.586,6.196,6.677,101588.544,0.173,40.897,17.445,10.126,147.252
251,0000-01-11 10:30:00,100.539,5.167,2.749,6.121,6.193,101577.439,0.217,62.753,37.787,14.172,160.878
252,0000-01-11 11:30:00,125.382,5.679,2.89,6.17,6.28,101547.069,0.084,80.586,44.796,16.098,175.158
253,0000-01-11 12:30:00,116.209,5.835,3.098,6.288,6.318,101522.921,0.034,76.811,39.397,15.719,189.625
254,0000-01-11 13:30:00,94.032,5.868,3.3,6.275,6.226,101515.779,0.04,66.561,27.471,13.072,203.735
255,0000-01-11 14:30:00,57.838,5.811,3.466,6.077,6.033,101534.904,0.313,42.39,15.447,8.404,217.086
256,0000-01-11 15:30:00,12.519,5.348,3.617,5.886,6.516,101562.876,0.087,11.658,0.861,2.076,229.546
257,0000-01-11 16:30:00,0.088,5.264,3.786,5.937,6.328,101582.047,0.035,0.088,0,-5.513,241.23
258,0000-01-11 17:30:00,0.033,5.008,3.949,5.92,5.945,101603.659,0.019,0.033,0,-13.989,252.449
259,0000-01-11 18:30:00,0.033,4.817,3.751,5.849,5.968,101632.185,0.045,0.033,0,-23.007,263.655
260,0000-01-11 19:30:00,0.033,4.793,3.546,5.704,6.033,101656.424,0.032,0.033,0,-32.221,275.464
261,0000-01-11 20:30:00,0.033,4.65,3.354,5.705,6.323,101673.889,0.026,0.033,0,-41.233,288.761
262,0000-01-11 21:30:00,0.033,4.62,3.139,5.518,6.097,101692.047,0.042,0.033,0,-49.465,304.833
263,0000-01-11 22:30:00,0.033,4.422,2.928,5.542,5.968,101710.249,0.028,0.033,0,-55.995,325.287
264,0000-01-11 23:30:00,0.033,4.264,2.77,5.392,5.194,101714.074,0.064,0.033,0,-59.469,344.085
265,0000-01-12 00:30:00,0.033,4.336,2.661,5.121,5.861,101706.378,0.069,0.033,0,-58.755,17.989
266,0000-01-12 01:30:00,0.014,4.308,2.576,5.193,6.125,101714.305,0.056,0.014,0,-54.116,41.912
267,0000-01-12 02:30:00,0.028,4.141,2.493,5.126,6.185,101708.452,0.1,0.028,0,-46.894,60.762
268,0000-01-12 03:30:00,0.028,4.064,2.407,5.228,6.065,101691.493,0.102,0.028,0,-38.32,75.752
269,0000-01-12 04:30:00,0.033,4.035,2.297,5.295,6.419,101670.388,0.135,0.033,0,-29.181,88.439
270,0000-01-12 05:30:00,0.033,4.168,2.218,5.31,6.839,101666.423,0.103,0.033,0,-19.979,99.967
271,0000-01-12 06:30:00,0.033,4.182,2.339,5.398,6.645,101666.7,0.084,0.033,0,-11.09,111.115
272,0000-01-12 07:30:00,0.511,4.3,2.453,5.411,6.645,101689.097,0.028,0.511,0,-2.847,122.44
273,0000-01-12 08:30:00,19.628,4.642,2.551,5.752,6.71,101716.011,0.075,17.957,1.674,4.392,134.354
274,0000-01-12 09:30:00,57.189,5.049,2.648,6.248,6.281,101731.171,0.128,48.093,9.098,10.242,147.108
275,0000-01-12 10:30:00,95.411,5.427,2.788,6.379,6.682,101714.766,0.114,69.147,26.264,14.307,160.751
276,0000-01-12 11:30:00,118.248,5.652,2.923,6.594,6.211,101668.773,0.105,84.25,33.999,16.252,175.055
277,0000-01-12 12:30:00,120.684,5.895,3.149,6.66,6.07,101622.138,0.111,81.589,39.097,15.888,189.55
278,0000-01-12 13:30:00,93.849,5.945,3.349,6.786,6.189,101595.318,0.099,65.399,28.451,13.251,203.689
279,0000-01-12 14:30:00,55.572,5.762,3.473,6.573,6.004,101598.497,0.051,40.501,15.071,8.586,217.069
280,0000-01-12 15:30:00,15.485,5.431,3.558,6.262,5.862,101608.13,0.157,13.137,2.348,2.26,229.549
281,0000-01-12 16:30:00,0.055,5.175,3.636,5.795,5.751,101612.185,0.266,0.055,0,-5.329,241.251
282,0000-01-12 17:30:00,0,5.023,3.679,5.527,5.664,101612.322,0.309,0,0,-13.807,252.483
283,0000-01-12 18:30:00,0,4.987,3.503,5.602,5.696,101619.834,0.45,0,0,-22.825,263.697
284,0000-01-12 19:30:00,0.028,4.73,3.374,5.648,5.71,101619.743,0.399,0.028,0,-32.04,275.511
285,0000-01-12 20:30:00,0.033,4.715,3.248,5.637,5.746,101614.166,0.274,0.033,0,-41.05,288.803
286,0000-01-12 21:30:00,0.033,4.629,3.152,5.524,5.194,101616.24,0.268,0.033,0,-49.28,304.853
287,0000-01-12 22:30:00,0.033,4.51,3.038,5.56,5.728,101622.83,0.257,0.033,0,-55.81,325.248
288,0000-01-12 23:30:00,0.033,4.391,2.959,5.675,5.927,101620.847,0.152,0.033,0,-59.297,343.945
289,0000-01-13 00:30:00,0.033,4.399,2.889,5.758,5.493,101611.631,0.215,0.033,0,-58.614,17.756
290,0000-01-13 01:30:00,0.033,4.457,2.873,5.814,6.18,101620.018,0.143,0.033,0,-54.009,41.652
291,0000-01-13 02:30:00,0.033,4.443,2.819,5.698,6.028,101616.564,0.14,0.033,0,-46.811,60.517
292,0000-01-13 03:30:00,0.033,4.392,2.746,5.77,5.747,101608.315,0.283,0.033,0,-38.251,75.53
293,0000-01-13 04:30:00,0.033,4.267,2.682,5.681,5.797,101598.406,0.169,0.033,0,-29.117,88.238
294,0000-01-13 05:30:00,0.033,4.352,2.576,5.574,5.042,101605.363,0.137,0.033,0,-19.913,99.781
295,0000-01-13 06:30:00,0.033,4.42,2.633,5.598,5.525,101621.816,0.127,0.033,0,-11.014,110.939
296,0000-01-13 07:30:00,0.372,4.336,2.711,5.556,5.401,101652.416,0.23,0.372,0.001,-2.76,122.274
297,0000-01-13 08:30:00,24.464,4.701,2.83,5.519,5.76,101680.94,0.22,21.015,3.449,4.496,134.197
298,0000-01-13 09:30:00,77.142,5.274,2.972,5.694,6.355,101696.886,0.131,54.605,22.538,10.365,146.963
299,0000-01-13 10:30:00,113.834,5.848,3.139,6.078,6.064,101687.484,0.053,79.758,34.075,14.45,160.624
300,0000-01-13 11:30:00,137.436,6.372,3.326,6.134,5.921,101646.147,0.043,91.61,45.824,16.413,174.953
301,0000-01-13 12:30:00,131.514,6.536,3.526,6.317,6.189,101605.548,0.024,86.113,45.401,16.063,189.478
302,0000-01-13 13:30:00,98.68,6.466,3.535,6.111,6.324,101586.847,0.056,70.265,28.415,13.441,203.648
303,0000-01-13 14:30:00,53.175,6.276,3.682,5.928,6.138,101582.085,0.031,40.975,12.201,8.779,217.055
304,0000-01-13 15:30:00,14.949,5.925,3.815,5.754,6.337,101585.61,0.035,13.025,1.923,2.453,229.558
305,0000-01-13 16:30:00,0.067,5.81,3.961,5.863,6.457,101587.991,0.014,0.067,0,-5.138,241.278
306,0000-01-13 17:30:00,0.01,5.614,4.115,5.981,5.715,101587.229,0.024,0.01,0,-13.618,252.523
307,0000-01-13 18:30:00,0,5.333,3.876,5.748,5.729,101598.086,0.042,0,0,-22.638,263.745
308,0000-01-13 19:30:00,0,5.201,3.676,5.696,5.989,101611.704,0.059,0,0,-31.855,275.563
309,0000-01-13 20:30:00,0,4.806,3.461,5.738,5.533,101629.61,0.069,0,0,-40.864,288.849
310,0000-01-13 21:30:00,0,4.727,3.255,5.529,5.152,101638.324,0.043,0,0,-49.091,304.874
311,0000-01-13 22:30:00,0,4.64,3.111,5.603,5.528,101643.467,0.141,0,0,-55.624,325.21
312,0000-01-13 23:30:00,0.01,4.422,2.838,5.26,5.451,98365.521,0.076,0.01,0,-57.217,334.161
313,0000-01-14 00:30:00,0.017,4.636,3.053,5.485,5.784,101599.512,0.055,0.017,0,-58.422,17.875
314,0000-01-14 01:30:00,0.033,4.419,3.003,5.323,5.125,101616.101,0.084,0.033,0,-53.894,41.392
315,0000-01-14 02:30:00,0.033,4.407,2.924,5.223,5.872,101623.475,0.099,0.033,0,-46.721,60.27
316,0000-01-14 03:30:00,0.033,4.427,2.832,5.225,5.663,101619.511,0.031,0.033,0,-38.176,75.306
317,0000-01-14 04:30:00,0.033,4.186,2.743,5.12,5.927,101621.632,0.093,0.033,0,-29.045,88.033
318,0000-01-14 05:30:00,0.033,4.1,2.625,5.091,5.014,101632.231,0.081,0.033,0,-19.839,99.591
319,0000-01-14 06:30:00,0.017,4.078,2.563,5.229,5.926,101658.912,0.161,0.017,0,-10.932,110.762
320,0000-01-14 07:30:00,0.435,3.9,2.5,5.323,5.623,101702.598,0.098,0.435,0.001,-2.665,122.106
321,0000-01-14 08:30:00,26.882,4.408,2.491,5.174,5.222,101731.309,0.025,21.97,4.913,4.607,134.039
322,0000-01-14 09:30:00,86.799,5.146,2.604,5.475,5.501,101759.189,0.061,57.072,29.729,10.495,146.818
323,0000-01-14 10:30:00,132.69,5.708,2.671,5.506,5.696,101762.23,0.062,80.49,52.199,14.6,160.498
324,0000-01-14 11:30:00,149.262,6.107,2.73,5.788,5.769,101742.139,0.063,94.483,54.781,16.582,174.852
325,0000-01-14 12:30:00,138.874,6.252,2.868,5.736,5.349,101723.976,0.104,87.217,51.657,16.244,189.409
326,0000-01-14 13:30:00,114.86,6.227,2.982,5.645,5.134,101718.055,0.167,75.914,38.946,13.627,203.609
327,0000-01-14 14:30:00,70.746,5.872,3.067,5.742,5.337,101731.599,0.266,47.954,22.792,8.969,217.045
328,0000-01-14 15:30:00,20.292,5.404,3.101,5.456,5.194,101743.397,0.163,15.997,4.294,2.643,229.571
329,0000-01-14 16:30:00,0.055,4.948,3.113,5.117,5.198,101762.705,0.061,0.055,0,-4.948,241.309
330,0000-01-14 17:30:00,0,4.667,3.162,5.252,5.401,101782.153,0.153,0,0,-13.431,252.568
331,0000-01-14 18:30:00,0,4.399,3.007,5.296,5.327,101787.867,0.057,0,0,-22.452,263.801
332,0000-01-14 19:30:00,0,4.228,2.757,5.296,5.074,101793.442,0.093,0,0,-31.667,275.626
333,0000-01-14 20:30:00,0,3.92,2.532,5.335,5.014,101802.889,0.133,0,0,-40.674,288.911
334,0000-01-14 21:30:00,0,3.803,2.296,5.128,5.088,101803.304,0.071,0,0,-48.896,304.918
335,0000-01-14 22:30:00,0.023,3.781,2.132,5.258,5.474,101813.075,0.13,0.023,0,-55.425,325.198
336,0000-01-14 23:30:00,0.033,3.645,1.955,5.253,5.322,101810.723,0.174,0.033,0,-58.933,343.686
337,0000-01-15 00:30:00,0.033,3.699,1.936,5.214,5.741,101808.332,0.043,0.033,0,-58.307,17.302
338,0000-01-15 01:30:00,0.033,3.714,1.975,5.215,5.728,101812.706,0.05,0.033,0,-53.771,41.132
339,0000-01-15 02:30:00,0.033,3.669,2.03,5.177,5.959,101797.681,0.067,0.033,0,-46.624,60.02
340,0000-01-15 03:30:00,0.033,3.612,2.077,5.013,6.258,101781.185,0.043,0.033,0,-38.092,75.079
341,0000-01-15 04:30:00,0.033,3.783,2.133,5.048,6.161,101766.714,0.007,0.033,0,-28.967,87.826
342,0000-01-15 05:30:00,0.033,3.78,2.106,5.271,5.894,101757.497,0.103,0.033,0,-19.758,99.399
343,0000-01-15 06:30:00,0.033,3.713,2.183,5.439,6.396,101755.701,0.07,0.033,0,-10.843,110.582
344,0000-01-15 07:30:00,0.913,3.78,2.298,5.382,6.323,101770.861,0.038,0.909,0.005,-2.564,121.936
345,0000-01-15 08:30:00,21.481,4.205,2.411,5.245,6.387,101778.558,0.103,19.678,1.802,4.725,133.879
346,0000-01-15 09:30:00,59.918,4.713,2.565,5.675,6.285,101778.098,0.107,45.221,14.698,10.633,146.672
347,0000-01-15 10:30:00,91.577,5.147,2.681,5.763,6.258,101754.829,0.111,64.607,26.971,14.757,160.372
348,0000-01-15 11:30:00,129.294,5.63,2.759,5.883,6.093,101709.508,0.123,73.613,55.682,16.756,174.754
349,0000-01-15 12:30:00,126.409,5.799,2.848,6.016,5.949,101665.629,0.183,75.477,50.932,16.433,189.343
350,0000-01-15 13:30:00,96.769,5.881,2.944,5.918,6.033,101636.641,0.14,61.147,35.623,13.823,203.577
351,0000-01-15 14:30:00,62.047,5.722,2.994,5.831,5.959,101644.154,0.087,41.508,20.539,9.169,217.041
352,0000-01-15 15:30:00,15.906,5.382,3.014,5.466,5.691,101646.319,0.075,12.523,3.382,2.842,229.591
353,0000-01-15 16:30:00,0.096,4.921,3.059,5.386,5.576,101655.349,0.114,0.096,0,-4.752,241.347
354,0000-01-15 17:30:00,0.038,4.687,3.107,5.397,5.317,101663.136,0.094,0.038,0,-13.238,252.62
355,0000-01-15 18:30:00,0.065,4.484,2.929,5.468,5.451,101672.168,0.064,0.065,0,-22.26,263.863
356,0000-01-15 19:30:00,0.033,4.391,2.736,5.32,5.065,101672.905,0.057,0.033,0,-31.476,275.694
357,0000-01-15 20:30:00,0.017,4.268,2.512,5.147,5.12,101677.421,0.03,0.017,0,-40.48,288.976
358,0000-01-15 21:30:00,0,4.105,2.25,5.041,4.77,101678.113,0.011,0,0,-48.697,304.962
359,0000-01-15 22:30:00,0,3.839,2.033,5.203,4.437,101678.066,0.027,0,0,-55.224,325.185
360,0000-01-15 23:30:00,0.005,3.671,1.812,4.998,4.581,101672.03,0.08,0.005,0,-58.741,343.567
361,0000-01-16 00:30:00,0.014,3.669,1.735,4.975,4.46,101651.339,0.019,0.014,0,-58.143,17.081
362,0000-01-16 01:30:00,0.028,3.567,1.645,5.106,4.557,101650.464,0.004,0.028,0,-53.641,40.871
363,0000-01-16 02:30:00,0.033,3.57,1.55,4.935,4.603,101639.91,0.09,0.033,0,-46.519,59.769
364,0000-01-16 03:30:00,0.033,3.476,1.461,4.995,4.244,101615.947,0.053,0.033,0,-38.002,74.849
365,0000-01-16 04:30:00,0.017,3.456,1.373,5.191,4.926,101601.754,0.094,0.017,0,-28.882,87.617
366,0000-01-16 05:30:00,0,3.428,1.267,5.132,5.12,101593.873,0.027,0,0,-19.671,99.205
367,0000-01-16 06:30:00,0.014,3.154,1.227,5.14,4.912,101601.8,0.005,0.014,0,-10.748,110.399
368,0000-01-16 07:30:00,1.132,3.116,1.16,5.32,4.973,101630.556,0.017,1.129,0.003,-2.456,121.764
369,0000-01-16 08:30:00,32.254,3.534,1.172,5.161,5.015,101640.785,0.04,25.826,6.427,4.85,133.718
370,0000-01-16 09:30:00,91.495,4.433,1.259,5.42,5.093,101654.932,0.08,60.703,30.79,10.777,146.526
371,0000-01-16 10:30:00,134.825,5.065,1.406,5.846,4.705,101648.344,0.111,82.239,52.587,14.921,160.247
372,0000-01-16 11:30:00,153.758,5.563,1.439,5.868,4.835,101619.311,0.133,84.236,69.524,16.937,174.657
373,0000-01-16 12:30:00,150.581,5.842,1.71,5.81,4.71,101581.8,0.133,80.377,70.203,16.629,189.28
374,0000-01-16 13:30:00,129.422,5.847,1.919,5.644,5,101562.537,0.046,68.007,61.414,14.026,203.548
375,0000-01-16 14:30:00,71.94,5.524,2.098,5.52,4.886,101559.909,0.1,45.288,26.652,9.373,217.041
376,0000-01-16 15:30:00,20.225,4.951,2.265,5.235,5.534,101567.883,0.1,16.966,3.259,3.045,229.615
377,0000-01-16 16:30:00,0.138,4.482,2.497,5.013,5.374,101582.492,0.172,0.138,0,-4.552,241.39
378,0000-01-16 17:30:00,0,4.174,2.719,4.871,4.898,101591.478,0.177,0,0,-13.04,252.678
379,0000-01-16 18:30:00,0,3.972,2.462,4.935,5.392,101598.345,0.095,0,0,-22.065,263.931
380,0000-01-16 19:30:00,0,3.854,2.217,4.728,5.594,101602.862,0.061,0,0,-31.281,275.768
381,0000-01-16 20:30:00,0,3.619,1.969,4.937,5.377,101595.996,0.026,0,0,-40.282,289.049
382,0000-01-16 21:30:00,0.06,3.383,1.713,4.911,5.194,101593.001,0.059,0.06,0,-48.494,305.015
383,0000-01-16 22:30:00,0,3.114,1.423,4.841,5.07,101597.606,0.074,0,0,-55.018,325.18
384,0000-01-16 23:30:00,0,3.066,1.117,4.688,5.042,101591.202,0.002,0,0,-58.543,343.456
385,0000-01-17 00:30:00,0,3.035,1.108,4.605,5.263,101587.654,0.003,0,0,-57.972,16.865
386,0000-01-17 01:30:00,0,2.924,1.066,4.532,5.433,101591.248,0.01,0,0,-53.502,40.612
387,0000-01-17 02:30:00,0,2.961,1.06,4.44,5.29,101590.052,0.005,0,0,-46.408,59.516
388,0000-01-17 03:30:00,0,2.825,0.995,4.534,4.677,101578.669,0.003,0,0,-37.905,74.617
389,0000-01-17 04:30:00,0,2.803,0.98,4.598,4.967,101575.905,0.005,0,0,-28.79,87.404
390,0000-01-17 05:30:00,0,2.899,1.014,4.756,5.581,101574.384,0.043,0,0,-19.577,99.009
391,0000-01-17 06:30:00,0,2.957,1.166,4.922,5.461,101587.471,0.084,0,0,-10.646,110.214
392,0000-01-17 07:30:00,1.044,3.136,1.244,5.138,5.881,101619.637,0.205,1.043,0,-2.341,121.59
393,0000-01-17 08:30:00,28.344,3.658,1.362,5.046,5.816,101644.152,0.105,22.737,5.609,4.982,133.556
394,0000-01-17 09:30:00,75.116,4.476,1.543,5.392,5.871,101656.509,0.047,51.348,23.77,10.928,146.38
395,0000-01-17 10:30:00,112.848,5.135,1.707,5.887,5.954,101658.083,0.084,78.388,34.458,15.093,160.123
396,0000-01-17 11:30:00,143.006,5.581,1.867,5.99,6.042,101636.423,0.1,83.356,59.652,17.126,174.562
397,0000-01-17 12:30:00,142.513,5.824,2.163,5.931,6,101604.259,0.157,88.136,54.377,16.83,189.22
398,0000-01-17 13:30:00,120.255,5.915,2.427,5.734,5.701,101593.567,0.123,73.635,46.619,14.234,203.523
399,0000-01-17 14:30:00,73.52,5.582,2.597,5.563,5.811,101603.613,0.257,50.05,23.47,9.583,217.047
400,0000-01-17 15:30:00,23.455,5.045,2.782,5.399,5.253,101615.64,0.155,19.041,4.413,3.253,229.646
401,0000-01-17 16:30:00,0.212,4.729,2.915,5.378,5.498,101635.963,0.149,0.212,0,-4.348,241.44
402,0000-01-17 17:30:00,0,4.584,3.199,5.375,5.752,101655.548,0.03,0,0,-12.84,252.742
403,0000-01-17 18:30:00,0.014,4.306,2.911,5.391,5.852,101674.028,0.03,0.014,0,-21.866,264.006
404,0000-01-17 19:30:00,0.017,4.32,2.67,5.498,6.023,101684.719,0.102,0.017,0,-31.082,275.85
405,0000-01-17 20:30:00,0,4.106,2.397,5.36,5.844,101704.212,0.078,0,0,-40.08,289.13
406,0000-01-17 21:30:00,0,3.762,2.159,5.1,5.179,101711.677,0.035,0,0,-48.287,305.077
407,0000-01-17 22:30:00,0.005,3.662,1.969,5.128,5.231,101716.931,0.106,0.005,0,-54.806,325.184
408,0000-01-17 23:30:00,0.005,3.535,1.63,4.998,5.562,101699.281,0.073,0.005,0,-58.34,343.352
409,0000-01-18 00:30:00,0,3.524,1.468,4.848,5.567,101676.747,0.107,0,0,-57.793,16.653
410,0000-01-18 01:30:00,0,3.398,1.347,4.998,6.332,101671.904,0.038,0,0,-53.356,40.353
411,0000-01-18 02:30:00,0.023,3.28,1.229,4.918,6.655,101652.863,0.164,0.023,0,-46.289,59.261
412,0000-01-18 03:30:00,0.033,3.211,1.199,4.806,6.511,101626.042,0.143,0.033,0,-37.801,74.382
413,0000-01-18 04:30:00,0.042,3.213,1.173,4.837,6.105,101603.781,0.237,0.042,0,-28.692,87.19
414,0000-01-18 05:30:00,0.05,3.341,1.2,4.758,5.968,101589.125,0.264,0.05,0,-19.475,98.81
415,0000-01-18 06:30:00,0.028,3.345,1.381,4.84,6.156,101578.662,0.262,0.028,0,-10.537,110.028
416,0000-01-18 07:30:00,0.818,3.443,1.464,4.942,6.305,101592.626,0.114,0.813,0.006,-2.219,121.415
417,0000-01-18 08:30:00,24.569,3.629,1.562,5.225,6.573,101617.789,0.067,19.989,4.582,5.121,133.393
418,0000-01-18 09:30:00,65.496,4.222,1.836,5.335,6.405,101635.763,0.027,49.063,16.434,11.086,146.233
419,0000-01-18 10:30:00,104.806,4.648,2.119,5.599,6.29,101634.107,0.07,72.478,32.328,15.271,160
420,0000-01-18 11:30:00,125.956,4.812,2.276,5.855,6.549,101613.462,0.123,82.11,43.847,17.322,174.47
421,0000-01-18 12:30:00,128.725,5.001,2.385,5.795,6.642,101578.719,0.1,81.793,46.933,17.037,189.163
422,0000-01-18 13:30:00,105.309,5.064,2.508,5.823,6.488,101561.355,0.131,65.845,39.464,14.447,203.502
423,0000-01-18 14:30:00,65.81,4.832,2.573,5.699,5.829,101570.802,0.113,45.311,20.498,9.797,217.057
424,0000-01-18 15:30:00,21.976,4.395,2.516,5.392,5.908,101582.461,0.088,17.363,4.615,3.465,229.682
425,0000-01-18 16:30:00,0.506,4.009,2.463,5.185,6.074,101595.088,0.023,0.506,0,-4.14,241.495
426,0000-01-18 17:30:00,0,3.959,2.511,5.205,6.248,101603.243,0.068,0,0,-12.635,252.812
427,0000-01-18 18:30:00,0.01,3.815,2.39,5.177,6.225,101607.254,0.157,0.01,0,-21.664,264.088
428,0000-01-18 19:30:00,0,3.759,2.281,5.345,5.968,101611.032,0.09,0,0,-30.879,275.938
429,0000-01-18 20:30:00,0.01,3.723,2.213,5.393,5.981,101609.835,0.023,0.01,0,-39.874,289.218
430,0000-01-18 21:30:00,0.014,3.687,2.176,5.353,6.221,101600.479,0.092,0.014,0,-48.076,305.146
431,0000-01-18 22:30:00,0.005,3.488,2.026,5.433,6.086,101605.581,0.094,0.005,0,-54.585,325.203
432,0000-01-18 23:30:00,0.033,3.593,2.043,5.58,6.235,101567.424,0.155,0.033,0,-58.132,342.065
433,0000-01-19 00:30:00,0.014,3.58,2.084,5.631,6.967,101534.553,0.123,0.014,0,-57.605,16.423
434,0000-01-19 01:30:00,0.028,3.567,2.09,5.497,7.102,101515.271,0.138,0.028,0,-53.203,40.095
435,0000-01-19 02:30:00,0.017,3.494,2.088,5.546,6.94,101479.742,0.233,0.017,0,-46.162,59.006
436,0000-01-19 03:30:00,0.028,3.519,2.114,5.523,6.788,101445.042,0.154,0.028,0,-37.69,74.146
437,0000-01-19 04:30:00,0.017,3.542,2.14,5.46,6.737,101422.324,0.183,0.017,0,-28.586,86.973
438,0000-01-19 05:30:00,0,3.6,2.163,5.46,6.419,101407.667,0.245,0,0,-19.366,98.609
439,0000-01-19 06:30:00,0.01,3.796,2.265,5.502,6.525,101408.775,0.3,0.01,0,-10.421,109.84
440,0000-01-19 07:30:00,0.894,3.902,2.352,5.628,6.815,101425.041,0.209,0.89,0.003,-2.09,121.238
441,0000-01-19 08:30:00,24.322,4.25,2.493,5.451,6.867,101443.567,0.233,18.415,5.908,5.266,133.229
442,0000-01-19 09:30:00,62.088,4.732,2.744,5.561,6.557,101463.522,0.2,43.636,18.451,11.251,146.086
443,0000-01-19 10:30:00,101.241,5.214,3.011,5.891,6.346,101472.83,0.098,69.171,32.071,15.455,159.877
444,0000-01-19 11:30:00,133.175,5.573,3.218,6.089,6.212,101461.217,0.065,77.4,55.774,17.523,174.379
445,0000-01-19 12:30:00,119.812,5.757,3.34,6.073,6.364,101450.802,0.07,77.635,42.177,17.251,189.109
446,0000-01-19 13:30:00,106.534,5.765,3.406,6.25,6.272,101454.95,0.16,70.899,35.635,14.665,203.486
447,0000-01-19 14:30:00,70.181,5.652,3.436,5.757,6.586,101470.065,0.087,47.902,22.279,10.017,217.072
448,0000-01-19 15:30:00,21.566,5.262,3.387,5.258,6.262,101493.29,0.064,17.076,4.49,3.681,229.723
449,0000-01-19 16:30:00,0.265,4.974,3.331,4.914,6.299,101507.714,0.114,0.262,0.003,-3.929,241.556
450,0000-01-19 17:30:00,0,4.629,3.328,4.822,6.309,101519.788,0.18,0,0,-12.427,252.887
451,0000-01-19 18:30:00,0.005,4.405,3.08,4.951,6.005,101531.585,0.103,0.005,0,-21.459,264.175
452,0000-01-19 19:30:00,0,4.227,2.846,5.025,6.208,101536.148,0.094,0,0,-30.674,276.033
453,0000-01-19 20:30:00,0,4.001,2.573,5.067,6.055,101533.429,0.096,0,0,-39.665,289.313
454,0000-01-19 21:30:00,0,4.091,2.405,5.164,6.733,101525.318,0.107,0,0,-47.861,305.223
455,0000-01-19 22:30:00,0.01,3.95,2.205,5.323,6.24,101519.418,0.184,0.01,0,-54.369,325.216
456,0000-01-19 23:30:00,0,3.964,1.951,5.416,6.273,101511.77,0.127,0,0,-57.912,343.167
457,0000-01-20 00:30:00,0,4.039,1.954,5.587,6.361,101504.258,0.096,0,0,-57.412,16.242
458,0000-01-20 01:30:00,0,4.046,2.002,5.74,6.632,101508.036,0.016,0,0,-53.042,39.84
459,0000-01-20 02:30:00,0,3.974,2.024,5.931,6.022,101507.426,0.004,0,0,-46.028,58.75
460,0000-01-20 03:30:00,0,3.814,2.043,5.914,6.383,101504.243,0.014,0,0,-37.571,73.908
461,0000-01-20 04:30:00,0,3.826,2.077,6.065,6.617,101503.366,0.019,0,0,-28.474,86.754
462,0000-01-20 05:30:00,0,3.946,2.166,6.034,6.645,101510.831,0.011,0,0,-19.252,98.406
463,0000-01-20 06:30:00,0,3.952,2.275,5.949,6.612,101530.694,0.007,0,0,-10.298,109.65
464,0000-01-20 07:30:00,1.173,4.053,2.363,5.986,6.764,101561.845,0.004,1.136,0.038,-1.955,121.06
465,0000-01-20 08:30:00,26.805,4.421,2.55,6.119,6.581,101590.97,0.014,22.018,4.787,5.419,133.065
466,0000-01-20 09:30:00,71.033,4.961,2.876,6.259,6.331,101614.15,0.1,53.219,17.815,11.423,145.94
467,0000-01-20 10:30:00,108.891,5.352,3.145,6.452,6.581,101620.97,0.076,76.41,32.479,15.647,159.756
468,0000-01-20 11:30:00,113.225,5.561,3.323,6.413,6.964,101601.937,0.147,79.229,33.996,17.731,174.291
469,0000-01-20 12:30:00,103.774,5.655,3.463,6.469,6.875,101571.755,0.24,76.397,27.377,17.47,189.059
470,0000-01-20 13:30:00,88.598,5.645,3.561,6.42,6.71,101559.126,0.25,65.432,23.166,14.89,203.473
471,0000-01-20 14:30:00,59.809,5.493,3.602,6.19,6.645,101569.302,0.176,47.62,12.188,10.241,217.093
472,0000-01-20 15:30:00,17.494,5.105,3.556,5.763,6.77,101591.656,0.166,15.764,1.73,3.902,229.77
473,0000-01-20 16:30:00,0.359,4.8,3.461,5.656,6.692,101614.427,0.243,0.355,0.004,-3.713,241.624
474,0000-01-20 17:30:00,0,4.558,3.461,5.287,6.562,101637.374,0.369,0,0,-12.216,252.971
475,0000-01-20 18:30:00,0.01,4.334,3.216,5.407,6.526,101665.346,0.214,0.01,0,-21.251,264.269
